DATAFLOW,LAST UPDATE,freq,unit,meatitem,meat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IE,2020,633.38,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IE,2021,594.51,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IE,2022,621.42,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IE,2023,599.81,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2012,3.90,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2013,3.80,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2014,3.70,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2015,3.50,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2016,6.95,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2017,4.61,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2018,4.77,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2019,4.81,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2020,4.64,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2021,4.96,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2022,4.99,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IS,2023,4.90,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2012,981.12,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2013,855.32,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2014,709.43,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2015,788.28,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2016,809.66,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2017,756.42,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2018,809.22,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2019,779.82,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2020,732.28,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2021,747.89,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2022,747.21,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,IT,2023,619.85,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2012,39.95,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2013,36.77,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2014,39.26,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2015,44.13,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2016,42.29,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2017,40.88,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2018,40.28,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2019,42.46,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2020,41.73,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2021,43.70,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2022,42.30,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LT,2023,43.12,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2012,8.47,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2013,7.95,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2014,8.48,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2015,9.08,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2016,9.42,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2017,9.54,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2018,9.87,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2019,10.17,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2020,10.25,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2021,10.50,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2022,9.73,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LU,2023,9.52,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2012,16.37,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2013,15.67,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2014,17.00,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2015,17.36,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2016,17.70,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2017,16.75,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2018,15.87,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2019,14.78,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2020,14.52,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2021,15.54,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2022,14.53,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,LV,2023,16.44,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,ME,2014,3.87,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,ME,2015,4.12,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,ME,2016,3.84,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,ME,2017,4.89,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,ME,2018,5.12,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,ME,2019,5.44,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,ME,2020,6.01,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,ME,2022,6.97,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,ME,2023,7.15,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MK,2014,0.80,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MK,2015,1.58,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MK,2017,1.21,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MK,2018,0.64,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MK,2019,0.60,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MK,2020,0.54,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MK,2021,0.55,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MK,2022,0.35,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MK,2023,0.35,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2012,1.11,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2013,1.13,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2014,1.13,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2015,1.03,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2016,1.15,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2017,1.12,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2018,1.07,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2019,1.03,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2020,1.14,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2021,1.05,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2022,1.04,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,MT,2023,1.10,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2012,373.44,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2013,379.10,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2014,376.18,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2015,382.52,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2016,416.06,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2017,438.87,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2018,459.21,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2019,424.30,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2020,432.84,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2021,429.64,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2022,421.51,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,NL,2023,435.45,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2012,371.00,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2013,339.02,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2014,412.66,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2015,471.01,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2016,501.46,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2017,558.58,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2018,564.72,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2019,560.45,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2020,559.38,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2021,555.12,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2022,540.59,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PL,2023,514.70,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2012,92.99,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2013,84.09,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2014,79.84,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2015,88.62,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2016,91.10,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2017,91.09,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2018,93.79,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2019,92.03,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2020,97.78,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2021,103.00,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2022,103.76,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,PT,2023,98.42,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2012,28.82,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2013,29.28,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2014,29.20,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2015,44.47,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2016,57.53,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2017,59.14,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2018,49.92,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2019,43.54,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2020,32.19,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2021,36.20,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2022,35.61,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RO,2023,31.48,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2012,34.98,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2013,35.49,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2014,36.85,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2015,40.02,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2016,41.98,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2017,45.05,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2018,44.52,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2019,46.57,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2020,47.36,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2021,48.34,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2022,43.88,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,RS,2023,42.95,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2012,135.25,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2013,135.73,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2014,141.95,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2015,143.98,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2016,131.25,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2017,132.07,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2018,136.87,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2019,139.67,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2020,141.00,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2021,135.82,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2022,135.24,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SE,2023,138.17,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2012,33.09,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2013,32.10,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2014,31.57,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2015,33.58,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2016,35.66,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2017,35.79,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2018,34.87,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2019,35.74,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2020,36.50,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2021,37.54,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2022,36.08,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SI,2023,33.27,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2012,9.76,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2013,9.53,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2014,8.83,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2015,8.40,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2016,8.29,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2017,7.79,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2018,8.11,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2019,8.27,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2020,7.93,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2021,9.02,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2022,7.78,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,SK,2023,7.22,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2012,439.09,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2013,486.62,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2014,501.03,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2015,418.51,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2016,440.11,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2017,435.49,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2018,570.68,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2019,632.33,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2020,458.32,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2021,452.12,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2022,444.84,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,TR,2023,406.89,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,UK,2012,882.56,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,UK,2013,847.66,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,UK,2014,877.58,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,UK,2015,883.21,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,UK,2016,911.66,p
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,UK,2017,904.73,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,UK,2018,922.70,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,UK,2019,914.39,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,XK,2014,9.69,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,XK,2015,11.26,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,XK,2016,13.73,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,XK,2017,12.73,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,XK,2018,16.35,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,XK,2019,16.12,
ESTAT:TAG00044(1.0),02/04/24 23:00:00,A,THS_T,SL,B1000,XK,2022,9.18,
