"STATISTIC Label","Month","Direction","Mode","UNIT","VALUE"
"Air and Sea Travel","2019 May","Arrivals","Sea","Thousand","106.8"
"Air and Sea Travel","2019 May","Departures","All modes of transport","Thousand","1851.6"
"Air and Sea Travel","2019 May","Departures","Air","Thousand","1744"
"Air and Sea Travel","2019 May","Departures","Sea","Thousand","107.5"
"Air and Sea Travel","2019 June","Arrivals","All modes of transport","Thousand","1941.1"
"Air and Sea Travel","2019 June","Arrivals","Air","Thousand","1823.7"
"Air and Sea Travel","2019 June","Arrivals","Sea","Thousand","117.4"
"Air and Sea Travel","2019 June","Departures","All modes of transport","Thousand","2081"
"Air and Sea Travel","2019 June","Departures","Air","Thousand","1933.4"
"Air and Sea Travel","2019 June","Departures","Sea","Thousand","147.5"
"Air and Sea Travel","2019 July","Arrivals","All modes of transport","Thousand","2225.9"
"Air and Sea Travel","2019 July","Arrivals","Air","Thousand","2017.7"
"Air and Sea Travel","2019 July","Arrivals","Sea","Thousand","208.1"
"Air and Sea Travel","2019 July","Departures","All modes of transport","Thousand","2183.9"
"Air and Sea Travel","2019 July","Departures","Air","Thousand","2006.9"
"Air and Sea Travel","2019 July","Departures","Sea","Thousand","177"
"Air and Sea Travel","2019 August","Arrivals","All modes of transport","Thousand","2256.5"
"Air and Sea Travel","2019 August","Arrivals","Air","Thousand","2033.6"
"Air and Sea Travel","2019 August","Arrivals","Sea","Thousand","222.9"
"Air and Sea Travel","2019 August","Departures","All modes of transport","Thousand","2191.9"
"Air and Sea Travel","2019 August","Departures","Air","Thousand","1967.5"
"Air and Sea Travel","2019 August","Departures","Sea","Thousand","224.3"
"Air and Sea Travel","2019 September","Arrivals","All modes of transport","Thousand","1871.1"
"Air and Sea Travel","2019 September","Arrivals","Air","Thousand","1764.4"
"Air and Sea Travel","2019 September","Arrivals","Sea","Thousand","106.7"
"Air and Sea Travel","2019 September","Departures","All modes of transport","Thousand","1869.3"
"Air and Sea Travel","2019 September","Departures","Air","Thousand","1757.4"
"Air and Sea Travel","2019 September","Departures","Sea","Thousand","111.8"
"Air and Sea Travel","2019 October","Arrivals","All modes of transport","Thousand","1727.1"
"Air and Sea Travel","2019 October","Arrivals","Air","Thousand","1646.3"
"Air and Sea Travel","2019 October","Arrivals","Sea","Thousand","80.8"
"Air and Sea Travel","2019 October","Departures","All modes of transport","Thousand","1739.9"
"Air and Sea Travel","2019 October","Departures","Air","Thousand","1660.1"
"Air and Sea Travel","2019 October","Departures","Sea","Thousand","79.8"
"Air and Sea Travel","2019 November","Arrivals","All modes of transport","Thousand","1351.4"
"Air and Sea Travel","2019 November","Arrivals","Air","Thousand","1305.1"
"Air and Sea Travel","2019 November","Arrivals","Sea","Thousand","46.3"
"Air and Sea Travel","2019 November","Departures","All modes of transport","Thousand","1328.4"
"Air and Sea Travel","2019 November","Departures","Air","Thousand","1279.1"
"Air and Sea Travel","2019 November","Departures","Sea","Thousand","49.3"
"Air and Sea Travel","2019 December","Arrivals","All modes of transport","Thousand","1372.6"
"Air and Sea Travel","2019 December","Arrivals","Air","Thousand","1290.4"
"Air and Sea Travel","2019 December","Arrivals","Sea","Thousand","82.2"
"Air and Sea Travel","2019 December","Departures","All modes of transport","Thousand","1383.8"
"Air and Sea Travel","2019 December","Departures","Air","Thousand","1320.2"
"Air and Sea Travel","2019 December","Departures","Sea","Thousand","63.5"
"Air and Sea Travel","2020 January","Arrivals","All modes of transport","Thousand","1235.1"
"Air and Sea Travel","2020 January","Arrivals","Air","Thousand","1195.2"
"Air and Sea Travel","2020 January","Arrivals","Sea","Thousand","39.9"
"Air and Sea Travel","2020 January","Departures","All modes of transport","Thousand","1239.8"
"Air and Sea Travel","2020 January","Departures","Air","Thousand","1183.5"
"Air and Sea Travel","2020 January","Departures","Sea","Thousand","56.3"
"Air and Sea Travel","2020 February","Arrivals","All modes of transport","Thousand","1215.1"
"Air and Sea Travel","2020 February","Arrivals","Air","Thousand","1171.7"
"Air and Sea Travel","2020 February","Arrivals","Sea","Thousand","43.4"
"Air and Sea Travel","2020 February","Departures","All modes of transport","Thousand","1203.3"
"Air and Sea Travel","2020 February","Departures","Air","Thousand","1161.9"
"Air and Sea Travel","2020 February","Departures","Sea","Thousand","41.4"
"Air and Sea Travel","2020 March","Arrivals","All modes of transport","Thousand","635"
"Air and Sea Travel","2020 March","Arrivals","Air","Thousand","603.6"
"Air and Sea Travel","2020 March","Arrivals","Sea","Thousand","31.3"
"Air and Sea Travel","2020 March","Departures","All modes of transport","Thousand","602.1"
"Air and Sea Travel","2020 March","Departures","Air","Thousand","575.6"
"Air and Sea Travel","2020 March","Departures","Sea","Thousand","26.5"
"Air and Sea Travel","2020 April","Arrivals","All modes of transport","Thousand","16.1"
"Air and Sea Travel","2020 April","Arrivals","Air","Thousand","12.1"
"Air and Sea Travel","2020 April","Arrivals","Sea","Thousand","4"
"Air and Sea Travel","2020 April","Departures","All modes of transport","Thousand","17.8"
"Air and Sea Travel","2020 April","Departures","Air","Thousand","12.8"
"Air and Sea Travel","2020 April","Departures","Sea","Thousand","4.9"
"Air and Sea Travel","2020 May","Arrivals","All modes of transport","Thousand","28.3"
"Air and Sea Travel","2020 May","Arrivals","Air","Thousand","19.9"
"Air and Sea Travel","2020 May","Arrivals","Sea","Thousand","8.4"
"Air and Sea Travel","2020 May","Departures","All modes of transport","Thousand","36.3"
"Air and Sea Travel","2020 May","Departures","Air","Thousand","24.7"
"Air and Sea Travel","2020 May","Departures","Sea","Thousand","11.6"
"Air and Sea Travel","2020 June","Arrivals","All modes of transport","Thousand","57.1"
"Air and Sea Travel","2020 June","Arrivals","Air","Thousand","40.2"
"Air and Sea Travel","2020 June","Arrivals","Sea","Thousand","16.9"
"Air and Sea Travel","2020 June","Departures","All modes of transport","Thousand","73.9"
"Air and Sea Travel","2020 June","Departures","Air","Thousand","53.1"
"Air and Sea Travel","2020 June","Departures","Sea","Thousand","20.8"
"Air and Sea Travel","2020 July","Arrivals","All modes of transport","Thousand","227.3"
"Air and Sea Travel","2020 July","Arrivals","Air","Thousand","188.1"
"Air and Sea Travel","2020 July","Arrivals","Sea","Thousand","39.2"
"Air and Sea Travel","2020 July","Departures","All modes of transport","Thousand","275.4"
"Air and Sea Travel","2020 July","Departures","Air","Thousand","239"
"Air and Sea Travel","2020 July","Departures","Sea","Thousand","36.4"
"Air and Sea Travel","2020 August","Arrivals","All modes of transport","Thousand","362.6"
"Air and Sea Travel","2020 August","Arrivals","Air","Thousand","311.6"
"Air and Sea Travel","2020 August","Arrivals","Sea","Thousand","51"
"Air and Sea Travel","2020 August","Departures","All modes of transport","Thousand","328.2"
"Air and Sea Travel","2020 August","Departures","Air","Thousand","275.5"
"Air and Sea Travel","2020 August","Departures","Sea","Thousand","52.7"
"Air and Sea Travel","2020 September","Arrivals","All modes of transport","Thousand","254.4"
"Air and Sea Travel","2020 September","Arrivals","Air","Thousand","224"
"Air and Sea Travel","2020 September","Arrivals","Sea","Thousand","30.4"
"Air and Sea Travel","2020 September","Departures","All modes of transport","Thousand","236.7"
"Air and Sea Travel","2020 September","Departures","Air","Thousand","203.5"
"Air and Sea Travel","2020 September","Departures","Sea","Thousand","33.2"
"Air and Sea Travel","2020 October","Arrivals","All modes of transport","Thousand","160.9"
"Air and Sea Travel","2020 October","Arrivals","Air","Thousand","142.5"
"Air and Sea Travel","2020 October","Arrivals","Sea","Thousand","18.5"
"Air and Sea Travel","2020 October","Departures","All modes of transport","Thousand","163.3"
"Air and Sea Travel","2020 October","Departures","Air","Thousand","143.7"
"Air and Sea Travel","2020 October","Departures","Sea","Thousand","19.6"
"Air and Sea Travel","2020 November","Arrivals","All modes of transport","Thousand","103.9"
"Air and Sea Travel","2020 November","Arrivals","Air","Thousand","90.9"
"Air and Sea Travel","2020 November","Arrivals","Sea","Thousand","12.9"
"Air and Sea Travel","2020 November","Departures","All modes of transport","Thousand","96.8"
"Air and Sea Travel","2020 November","Departures","Air","Thousand","85.1"
"Air and Sea Travel","2020 November","Departures","Sea","Thousand","11.7"
"Air and Sea Travel","2020 December","Arrivals","All modes of transport","Thousand","164.4"
"Air and Sea Travel","2020 December","Arrivals","Air","Thousand","135.9"
"Air and Sea Travel","2020 December","Arrivals","Sea","Thousand","28.5"
"Air and Sea Travel","2020 December","Departures","All modes of transport","Thousand","178.8"
"Air and Sea Travel","2020 December","Departures","Air","Thousand","156.1"
"Air and Sea Travel","2020 December","Departures","Sea","Thousand","22.8"
"Air and Sea Travel","2021 January","Arrivals","All modes of transport","Thousand","108"
"Air and Sea Travel","2021 January","Arrivals","Air","Thousand","101.1"
"Air and Sea Travel","2021 January","Arrivals","Sea","Thousand","6.9"
"Air and Sea Travel","2021 January","Departures","All modes of transport","Thousand","118.7"
"Air and Sea Travel","2021 January","Departures","Air","Thousand","104.1"
"Air and Sea Travel","2021 January","Departures","Sea","Thousand","14.6"
"Air and Sea Travel","2021 February","Arrivals","All modes of transport","Thousand","54.8"
"Air and Sea Travel","2021 February","Arrivals","Air","Thousand","50.5"
"Air and Sea Travel","2021 February","Arrivals","Sea","Thousand","4.3"
"Air and Sea Travel","2021 February","Departures","All modes of transport","Thousand","53.2"
"Air and Sea Travel","2021 February","Departures","Air","Thousand","46.7"
"Air and Sea Travel","2021 February","Departures","Sea","Thousand","6.5"
"Air and Sea Travel","2021 March","Arrivals","All modes of transport","Thousand","61.4"
"Air and Sea Travel","2021 March","Arrivals","Air","Thousand","55.1"
"Air and Sea Travel","2021 March","Arrivals","Sea","Thousand","6.3"
"Air and Sea Travel","2021 March","Departures","All modes of transport","Thousand","66.5"
"Air and Sea Travel","2021 March","Departures","Air","Thousand","57.5"
"Air and Sea Travel","2021 March","Departures","Sea","Thousand","8.9"
"Air and Sea Travel","2021 April","Arrivals","All modes of transport","Thousand","69.4"
"Air and Sea Travel","2021 April","Arrivals","Air","Thousand","61.4"
"Air and Sea Travel","2021 April","Arrivals","Sea","Thousand","8"
"Air and Sea Travel","2021 April","Departures","All modes of transport","Thousand","73"
"Air and Sea Travel","2021 April","Departures","Air","Thousand","61.5"
"Air and Sea Travel","2021 April","Departures","Sea","Thousand","11.5"
"Air and Sea Travel","2021 May","Arrivals","All modes of transport","Thousand","85.4"
"Air and Sea Travel","2021 May","Arrivals","Air","Thousand","73.2"
"Air and Sea Travel","2021 May","Arrivals","Sea","Thousand","12.2"
"Air and Sea Travel","2021 May","Departures","All modes of transport","Thousand","97"
"Air and Sea Travel","2021 May","Departures","Air","Thousand","82.4"
"Air and Sea Travel","2021 May","Departures","Sea","Thousand","14.6"
"Air and Sea Travel","2021 June","Arrivals","All modes of transport","Thousand","160"
"Air and Sea Travel","2021 June","Arrivals","Air","Thousand","136.1"
"Air and Sea Travel","2021 June","Arrivals","Sea","Thousand","23.9"
"Air and Sea Travel","2021 June","Departures","All modes of transport","Thousand","199.1"
"Air and Sea Travel","2021 June","Departures","Air","Thousand","174.7"
"Air and Sea Travel","2021 June","Departures","Sea","Thousand","24.4"
"Air and Sea Travel","2021 July","Arrivals","All modes of transport","Thousand","380.7"
"Air and Sea Travel","2021 July","Arrivals","Air","Thousand","326.6"
"Air and Sea Travel","2021 July","Arrivals","Sea","Thousand","54.1"
"Air and Sea Travel","2021 July","Departures","All modes of transport","Thousand","428.6"
"Air and Sea Travel","2021 July","Departures","Air","Thousand","384"
"Air and Sea Travel","2021 July","Departures","Sea","Thousand","44.6"
"Air and Sea Travel","2021 August","Arrivals","All modes of transport","Thousand","821.7"
"Air and Sea Travel","2021 August","Arrivals","Air","Thousand","720.4"
"Air and Sea Travel","2021 August","Arrivals","Sea","Thousand","101.3"
"Air and Sea Travel","2021 August","Departures","All modes of transport","Thousand","781"
"Air and Sea Travel","2021 August","Departures","Air","Thousand","673"
"Air and Sea Travel","2021 August","Departures","Sea","Thousand","108"
"Air and Sea Travel","2021 September","Arrivals","All modes of transport","Thousand","810.1"
"Air and Sea Travel","2021 September","Arrivals","Air","Thousand","743"
"Air and Sea Travel","2021 September","Arrivals","Sea","Thousand","67.1"
"Air and Sea Travel","2021 September","Departures","All modes of transport","Thousand","792"
"Air and Sea Travel","2021 September","Departures","Air","Thousand","716.6"
"Air and Sea Travel","2021 September","Departures","Sea","Thousand","75.4"
"Air and Sea Travel","2021 October","Arrivals","All modes of transport","Thousand","925.5"
"Air and Sea Travel","2021 October","Arrivals","Air","Thousand","853.2"
"Air and Sea Travel","2021 October","Arrivals","Sea","Thousand","72.4"
"Air and Sea Travel","2021 October","Departures","All modes of transport","Thousand","895.1"
"Air and Sea Travel","2021 October","Departures","Air","Thousand","821.2"
"Air and Sea Travel","2021 October","Departures","Sea","Thousand","73.9"
"Air and Sea Travel","2021 November","Arrivals","All modes of transport","Thousand","785.8"
"Air and Sea Travel","2021 November","Arrivals","Air","Thousand","754.5"
"Air and Sea Travel","2021 November","Arrivals","Sea","Thousand","31.3"
"Air and Sea Travel","2021 November","Departures","All modes of transport","Thousand","785"
"Air and Sea Travel","2021 November","Departures","Air","Thousand","749.7"
"Air and Sea Travel","2021 November","Departures","Sea","Thousand","35.4"
"Air and Sea Travel","2021 December","Arrivals","All modes of transport","Thousand","692.9"
"Air and Sea Travel","2021 December","Arrivals","Air","Thousand","641.5"
"Air and Sea Travel","2021 December","Arrivals","Sea","Thousand","51.5"
"Air and Sea Travel","2021 December","Departures","All modes of transport","Thousand","732.7"
"Air and Sea Travel","2021 December","Departures","Air","Thousand","687.9"
"Air and Sea Travel","2021 December","Departures","Sea","Thousand","44.8"
"Air and Sea Travel","2022 January","Arrivals","All modes of transport","Thousand","584.1"
"Air and Sea Travel","2022 January","Arrivals","Air","Thousand","563.4"
"Air and Sea Travel","2022 January","Arrivals","Sea","Thousand","20.6"
"Air and Sea Travel","2022 January","Departures","All modes of transport","Thousand","562.3"
"Air and Sea Travel","2022 January","Departures","Air","Thousand","528.4"
"Air and Sea Travel","2022 January","Departures","Sea","Thousand","33.9"
"Air and Sea Travel","2022 February","Arrivals","All modes of transport","Thousand","787.3"
"Air and Sea Travel","2022 February","Arrivals","Air","Thousand","754.6"
"Air and Sea Travel","2022 February","Arrivals","Sea","Thousand","32.7"
"Air and Sea Travel","2022 February","Departures","All modes of transport","Thousand","785.2"
"Air and Sea Travel","2022 February","Departures","Air","Thousand","751.9"
"Air and Sea Travel","2022 February","Departures","Sea","Thousand","33.2"
"Air and Sea Travel","2022 March","Arrivals","All modes of transport","Thousand","1100.7"
"Air and Sea Travel","2022 March","Arrivals","Air","Thousand","1056.8"
"Air and Sea Travel","2022 March","Arrivals","Sea","Thousand","43.9"
"Air and Sea Travel","2022 March","Departures","All modes of transport","Thousand","1055.4"
"Air and Sea Travel","2022 March","Departures","Air","Thousand","1014.7"
"Air and Sea Travel","2022 March","Departures","Sea","Thousand","40.8"
"Air and Sea Travel","2022 April","Arrivals","All modes of transport","Thousand","1476.6"
"Air and Sea Travel","2022 April","Arrivals","Air","Thousand","1377.1"
"Air and Sea Travel","2022 April","Arrivals","Sea","Thousand","99.5"
"Air and Sea Travel","2022 April","Departures","All modes of transport","Thousand","1493.6"
"Air and Sea Travel","2022 April","Departures","Air","Thousand","1395.1"
"Air and Sea Travel","2022 April","Departures","Sea","Thousand","98.5"
"Air and Sea Travel","2022 May","Arrivals","All modes of transport","Thousand","1592.4"
"Air and Sea Travel","2022 May","Arrivals","Air","Thousand","1501.9"
"Air and Sea Travel","2022 May","Arrivals","Sea","Thousand","90.5"
"Air and Sea Travel","2022 May","Departures","All modes of transport","Thousand","1577.6"
"Air and Sea Travel","2022 May","Departures","Air","Thousand","1499.1"
"Air and Sea Travel","2022 May","Departures","Sea","Thousand","78.5"
"Air and Sea Travel","2022 June","Arrivals","All modes of transport","Thousand","1703.2"
"Air and Sea Travel","2022 June","Arrivals","Air","Thousand","1605.7"
"Air and Sea Travel","2022 June","Arrivals","Sea","Thousand","97.5"
"Air and Sea Travel","2022 June","Departures","All modes of transport","Thousand","1829.5"
"Air and Sea Travel","2022 June","Departures","Air","Thousand","1704"
"Air and Sea Travel","2022 June","Departures","Sea","Thousand","125.4"
"Air and Sea Travel","2022 July","Arrivals","All modes of transport","Thousand","1965.4"
"Air and Sea Travel","2022 July","Arrivals","Air","Thousand","1783.6"
"Air and Sea Travel","2022 July","Arrivals","Sea","Thousand","181.8"
"Air and Sea Travel","2022 July","Departures","All modes of transport","Thousand","1945.8"
"Air and Sea Travel","2022 July","Departures","Air","Thousand","1788.2"
"Air and Sea Travel","2022 July","Departures","Sea","Thousand","157.6"
"Air and Sea Travel","2022 August","Arrivals","All modes of transport","Thousand","2037.6"
"Air and Sea Travel","2022 August","Arrivals","Air","Thousand","1836.4"
"Air and Sea Travel","2022 August","Arrivals","Sea","Thousand","201.3"
"Air and Sea Travel","2022 August","Departures","All modes of transport","Thousand","1943.3"
"Air and Sea Travel","2022 August","Departures","Air","Thousand","1749.6"
"Air and Sea Travel","2022 August","Departures","Sea","Thousand","193.7"
"Air and Sea Travel","2022 September","Arrivals","All modes of transport","Thousand","1726.1"
"Air and Sea Travel","2022 September","Arrivals","Air","Thousand","1626.8"
"Air and Sea Travel","2022 September","Arrivals","Sea","Thousand","99.2"
"Air and Sea Travel","2022 September","Departures","All modes of transport","Thousand","1697.8"
"Air and Sea Travel","2022 September","Departures","Air","Thousand","1592.2"
"Air and Sea Travel","2022 September","Departures","Sea","Thousand","105.6"
"Air and Sea Travel","2022 October","Arrivals","All modes of transport","Thousand","1633.8"
"Air and Sea Travel","2022 October","Arrivals","Air","Thousand","1557.2"
"Air and Sea Travel","2022 October","Arrivals","Sea","Thousand","76.6"
"Air and Sea Travel","2022 October","Departures","All modes of transport","Thousand","1643.2"
"Air and Sea Travel","2022 October","Departures","Air","Thousand","1562"
"Air and Sea Travel","2022 October","Departures","Sea","Thousand","81.3"
"Air and Sea Travel","2022 November","Arrivals","All modes of transport","Thousand","1340.4"
"Air and Sea Travel","2022 November","Arrivals","Air","Thousand","1292.8"
"Air and Sea Travel","2022 November","Arrivals","Sea","Thousand","47.6"
"Air and Sea Travel","2022 November","Departures","All modes of transport","Thousand","1285.9"
"Air and Sea Travel","2022 November","Departures","Air","Thousand","1240.4"
"Air and Sea Travel","2022 November","Departures","Sea","Thousand","45.5"
"Air and Sea Travel","2022 December","Arrivals","All modes of transport","Thousand","1309.5"
"Air and Sea Travel","2022 December","Arrivals","Air","Thousand","1237"
"Air and Sea Travel","2022 December","Arrivals","Sea","Thousand","72.5"
"Air and Sea Travel","2022 December","Departures","All modes of transport","Thousand","1352.8"
"Air and Sea Travel","2022 December","Departures","Air","Thousand","1291.9"
"Air and Sea Travel","2022 December","Departures","Sea","Thousand","60.9"
"Air and Sea Travel","2023 January","Arrivals","All modes of transport","Thousand","1252"
"Air and Sea Travel","2023 January","Arrivals","Air","Thousand","1216.6"
"Air and Sea Travel","2023 January","Arrivals","Sea","Thousand","35.4"
"Air and Sea Travel","2023 January","Departures","All modes of transport","Thousand","1229.8"
"Air and Sea Travel","2023 January","Departures","Air","Thousand","1182.3"
"Air and Sea Travel","2023 January","Departures","Sea","Thousand","47.5"
"Air and Sea Travel","2023 February","Arrivals","All modes of transport","Thousand","1228.9"
"Air and Sea Travel","2023 February","Arrivals","Air","Thousand","1184.2"
"Air and Sea Travel","2023 February","Arrivals","Sea","Thousand","44.7"
"Air and Sea Travel","2023 February","Departures","All modes of transport","Thousand","1212.5"
"Air and Sea Travel","2023 February","Departures","Air","Thousand","1168.9"
"Air and Sea Travel","2023 February","Departures","Sea","Thousand","43.5"
"Air and Sea Travel","2023 March","Arrivals","All modes of transport","Thousand","1470.6"
"Air and Sea Travel","2023 March","Arrivals","Air","Thousand","1414"
"Air and Sea Travel","2023 March","Arrivals","Sea","Thousand","56.6"
"Air and Sea Travel","2023 March","Departures","All modes of transport","Thousand","1479.9"
"Air and Sea Travel","2023 March","Departures","Air","Thousand","1424.4"
"Air and Sea Travel","2023 March","Departures","Sea","Thousand","55.5"
"Air and Sea Travel","2023 April","Arrivals","All modes of transport","Thousand","1785"
"Air and Sea Travel","2023 April","Arrivals","Air","Thousand","1676.6"
"Air and Sea Travel","2023 April","Arrivals","Sea","Thousand","108.3"
"Air and Sea Travel","2023 April","Departures","All modes of transport","Thousand","1762.2"
"Air and Sea Travel","2023 April","Departures","Air","Thousand","1654.3"
"Air and Sea Travel","2023 April","Departures","Sea","Thousand","108"
"Air and Sea Travel","2023 May","Arrivals","All modes of transport","Thousand","1877.9"
"Air and Sea Travel","2023 May","Arrivals","Air","Thousand","1770.5"
"Air and Sea Travel","2023 May","Arrivals","Sea","Thousand","107.4"
"Air and Sea Travel","2023 May","Departures","All modes of transport","Thousand","1897.8"
"Air and Sea Travel","2023 May","Departures","Air","Thousand","1799.3"
"Air and Sea Travel","2023 May","Departures","Sea","Thousand","98.6"
"Air and Sea Travel","2023 June","Arrivals","All modes of transport","Thousand","1955.6"
"Air and Sea Travel","2023 June","Arrivals","Air","Thousand","1846.2"
"Air and Sea Travel","2023 June","Arrivals","Sea","Thousand","109.5"
"Air and Sea Travel","2023 June","Departures","All modes of transport","Thousand","2086.4"
"Air and Sea Travel","2023 June","Departures","Air","Thousand","1947.5"
"Air and Sea Travel","2023 June","Departures","Sea","Thousand","138.8"
"Air and Sea Travel","2023 July","Arrivals","All modes of transport","Thousand","2221.9"
"Air and Sea Travel","2023 July","Arrivals","Air","Thousand","2030.8"
"Air and Sea Travel","2023 July","Arrivals","Sea","Thousand","191.1"
"Air and Sea Travel","2023 July","Departures","All modes of transport","Thousand","2177.2"
"Air and Sea Travel","2023 July","Departures","Air","Thousand","2012.4"
"Air and Sea Travel","2023 July","Departures","Sea","Thousand","164.8"
"Air and Sea Travel","2023 August","Arrivals","All modes of transport","Thousand","2270.7"
"Air and Sea Travel","2023 August","Arrivals","Air","Thousand","2070.2"
"Air and Sea Travel","2023 August","Arrivals","Sea","Thousand","200.6"
"Air and Sea Travel","2023 August","Departures","All modes of transport","Thousand","2194.3"
"Air and Sea Travel","2023 August","Departures","Air","Thousand","1994.5"
"Air and Sea Travel","2023 August","Departures","Sea","Thousand","199.8"
"Air and Sea Travel","2023 September","Arrivals","All modes of transport","Thousand","1913.5"
"Air and Sea Travel","2023 September","Arrivals","Air","Thousand","1814.8"
"Air and Sea Travel","2023 September","Arrivals","Sea","Thousand","98.7"
"Air and Sea Travel","2023 September","Departures","All modes of transport","Thousand","1910.1"
"Air and Sea Travel","2023 September","Departures","Air","Thousand","1799"
"Air and Sea Travel","2023 September","Departures","Sea","Thousand","111.1"
"Air and Sea Travel","2023 October","Arrivals","All modes of transport","Thousand","1818.6"
"Air and Sea Travel","2023 October","Arrivals","Air","Thousand","1742.1"
"Air and Sea Travel","2023 October","Arrivals","Sea","Thousand","76.5"
"Air and Sea Travel","2023 October","Departures","All modes of transport","Thousand","1829.7"
"Air and Sea Travel","2023 October","Departures","Air","Thousand","1752.1"
"Air and Sea Travel","2023 October","Departures","Sea","Thousand","77.6"
"Air and Sea Travel","2023 November","Arrivals","All modes of transport","Thousand","1397.4"
"Air and Sea Travel","2023 November","Arrivals","Air","Thousand","1352.8"
"Air and Sea Travel","2023 November","Arrivals","Sea","Thousand","44.5"
"Air and Sea Travel","2023 November","Departures","All modes of transport","Thousand","1361.5"
"Air and Sea Travel","2023 November","Departures","Air","Thousand","1316.5"
"Air and Sea Travel","2023 November","Departures","Sea","Thousand","45"
"Air and Sea Travel","2023 December","Arrivals","All modes of transport","Thousand","1433.6"
"Air and Sea Travel","2023 December","Arrivals","Air","Thousand","1362.3"
"Air and Sea Travel","2023 December","Arrivals","Sea","Thousand","71.3"
"Air and Sea Travel","2023 December","Departures","All modes of transport","Thousand","1484.9"
"Air and Sea Travel","2023 December","Departures","Air","Thousand","1425"
"Air and Sea Travel","2023 December","Departures","Sea","Thousand","59.8"
"Air and Sea Travel","2024 January","Arrivals","All modes of transport","Thousand","1302.5"
"Air and Sea Travel","2024 January","Arrivals","Air","Thousand","1271.3"
"Air and Sea Travel","2024 January","Arrivals","Sea","Thousand","31.1"
"Air and Sea Travel","2024 January","Departures","All modes of transport","Thousand","1281.7"
"Air and Sea Travel","2024 January","Departures","Air","Thousand","1239.5"
"Air and Sea Travel","2024 January","Departures","Sea","Thousand","42.2"
